ident,type,name,iata_code
BZ-DGA,medium_airport,Dangriga Airport,DGA
BZ-INB,small_airport,Independence Airport,INB
BZ-MDB,small_airport,Melinda Airport,MDB
BZ-ORZ,small_airport,Orange Walk Airport,ORZ
BZ-PLJ,medium_airport,Placencia Airport,PLJ
BZ-PND,medium_airport,Punta Gorda Airport,PND
BZ-SJX,medium_airport,Sartaneja Airport,SJX
BZ-SPR,medium_airport,John Greif II Airport,SPR
BZ-SQS,small_airport,Matthew Spain Airport,SQS
BZ-STU,small_airport,Santa Cruz Airport,STU
BZ-SVK,small_airport,Silver Creek Airport,SVK
BZ-TZA,medium_airport,Sir Barry Bowen Municipal Airport,TZA
BZB,medium_airport,Bazaruto Island Airport,BZB
BZM,small_airport,Bemolanga Airport,BZM
C00,small_airport,Mercer County Airport,
C01,small_airport,Southern Cross Airport,
C07,small_airport,Mack Mesa Airport,
C11,small_airport,Amana Airport,
C23,small_airport,Peleliu Airport,
C25,small_airport,Waverly Municipal Airport,
C37,small_airport,Brodhead Airport,
C40,small_airport,Miller Airport,
C43,small_airport,Hiram Cure Airport,
C44,small_airport,Toutant Airport,
C45,small_airport,Manito Mitchell Airport,
C55,small_airport,Ogle County Airport,
C56,small_airport,Bult Field,
C59,small_airport,Lake Lawn Airport,
C66,small_airport,Monmouth Municipal Airport,
C72,small_airport,Cross Winds Airport,
C82,small_airport,Bresson Airport,
C86,small_airport,Freeport/Dornink Airport,
C89,small_airport,Sylvania Airport,
C92,small_airport,Mentone Airport,
C94,small_airport,Earlville Airport,
C97,small_airport,Lowell Airport,
C98,small_airport,Lake Village Airport,
CA-0002,small_airport,Pourvoirie Joncas Airstrip,
CA-0015,small_airport,Maxville Airport,
CA-0043,small_airport,1669 Diamondview Road Private Strip,
CA-0056,small_airport,Saint-Bernard-de-Lacolle Airport,
CA-0062,small_airport,1797 Diamondview Road Private Strip,
CA-0069,small_airport,Knutsford Airfield,
CA-0088,small_airport,Navan Bearbrook Airport,
CA-0123,small_airport,Delta Tango Field,
CA-0159,small_airport,Pontiac Airpark,
CA-0178,small_airport,Kaskattama Airstrip,
CA-0238,small_airport,Minaki Airport,
CA-0240,small_airport,Moh Creek Airport,
CA-0297,small_airport,Primrose Airport,
CA-0304,small_airport,Ram Falls Airstrip,
CA-0307,small_airport,Orono / Hawkefield Aerodrome,
CA-0322,small_airport,Saglek Airport,YSV
CA-0323,small_airport,Private Airstrip,
CA-0337,small_airport,Nass Camp Airstrip,
CA-0377,small_airport,Tatla Lake Airport,
CA-0380,small_airport,Tottenham/Ronan Aerodrome,
CA-0391,small_airport,Ullswater Airport,
CA-0393,small_airport,Upper Kent Airport,
CA-0407,small_airport,Wiebenville Airport,
CA-0411,small_airport,Wingham (Inglis Field) Airport,
CA-0416,small_airport,Wrong Lake Airport,
CA-0424,small_airport,Witwer Airfield,
CA-0425,small_airport,Seeley Lake Field,
CA-0427,small_airport,Disley Airport,
CA-0428,small_airport,Elbow Airstrip,
CA-0430,small_airport,Port Hope (Peter's Field) Airport,
CA-0431,small_airport,Newtonville / Steeves Field,
CA-0432,small_airport,Regina / Aerogate Airport,
CA-0442,small_airport,Little's Farm,
CA-0443,small_airport,Brier Island Airstrip,
CA-0444,small_airport,Beaverton Airport,
CA-0446,small_airport,Stuart Island Airstrip,YRR
CA-0447,small_airport,Gamble Field,
CA-0448,small_airport,Willow Lake Airstrip,
CA-0449,small_airport,Woodstock Private Airstrip,
CA-0450,small_airport,Monte Creek Airstrip,
CA-0451,small_airport,Prichard Airstrip,
CA-0452,small_airport,Courtland / Tillsonburg Flying Club Field,
CA-0453,small_airport,Sheridan Lake Airstrip,
CA-0454,small_airport,Baker's Valley Aerodrome,
CA-0455,small_airport,Brisbane,
CA-0456,small_airport,Roseville Field,
CA-0457,small_airport,L'Île d'Entrée Airfield,
CA-0459,small_airport,Seagrave / North Port Airfield,
CA-0460,small_airport,Utica Airfield,
CA-0461,small_airport,Brougham High Perspective Hang Glider Port,
CA-0463,small_airport,Saint-François-de-Laval (Laval Aviation),
CA-0465,small_airport,Hampton,
CA-0466,small_airport,Hampton / Morawetz Field,
CA-0468,small_airport,Sandford Field,
CA-0469,small_airport,Belle River Field,
CA-0470,small_airport,Ruscom Station Field,
CA-0471,small_airport,Colinville Field,
CA-0472,small_airport,Tyneside Field,
CA-0475,small_airport,Dugan Lake Air Strip,
CA-0481,small_airport,Elizabethville Airstrip,
CA-0482,small_airport,Brussels / Hemingway Field,
CA-0492,small_airport,Douro Airfield,
CA-0493,small_airport,Foxden Farms,
CA-0495,small_airport,Selby - Howard's Airstrip,
CA-0497,small_airport,Vulcan / Kirkcaldy Airport,
CA-0498,small_airport,Napanee Airstrip,
CA-0502,small_airport,Combermere / Bonnie Brae Airfield,
CA-0503,small_airport,Linden Airport,
CA-0504,small_airport,Mary River Aerodrome,YMV
CA-0506,small_airport,Newburgh - R.S. (Bob) Clapp Memorial Airstrip,
CA-0507,small_airport,Rednersville / Aery,
CA-0508,small_airport,Farrow's Field,
CA-0514,small_airport,Long Sault Airstrip,
CA-0515,small_airport,Sky Wrench Field,
CA-0516,small_airport,Warren Field,
CA-0518,small_airport,Ivanhoe Airstrip,
CA-0520,small_airport,Lorneville Airstrip,
CA-0521,small_airport,Mount Forest Roths' Field,
CA-0523,small_airport,Roths field,
CA-0524,small_airport,Varys field,
CA-0525,small_airport,Flamboro Centre Airport,
CA-0526,small_airport,Rivière-aux-Saumons Aerodrome,
CA-0528,small_airport,Skydive SWOOP,
CA-0534,small_airport,Lac William ice runway (seasonal),
CA-0536,small_airport,Paterson Field,
CA-0537,small_airport,Robinson International Air Field,
CA-0538,small_airport,Pretty Estates Resort Airport,
CA-0549,small_airport,Nicholson Island Private Airstrip,
CA-0561,small_airport,Griffith Island,
CA-0562,small_airport,White Cloud Island,
CA-0563,small_airport,Hay Island Airstrip,
CA-0564,small_airport,Carnie Airfield,
CA-0567,small_airport,Carlstads Airstrip,
CA-0568,small_airport,Prairie Point Airport,
CA-0582,medium_airport,Bamfield Airstrip,
CA-0584,small_airport,Pointed Mountain Airport,
CA-0594,small_airport,Rednek Air Airport,
CA-0595,small_airport,Didsbury/Minty Field,
CA-0598,small_airport,Bracebridge (Stone Wall Farm) Airport,
CA-0609,small_airport,Palestine Airport,
CA-0610,small_airport,Lampman/Spitfire Air Airport,
CA-0635,small_airport,Stouffville Airport,
CA-0639,small_airport,Alexis Creek Ranch Private Airport,
CA-0653,small_airport,Aviation PLMG Inc Airport,
CA-0677,small_airport,Intergalactic Aerodrome,
CA-0682,small_airport,Brechin / Skywagon City Airfield,
CA-0684,small_airport,Brechin / Ronan Aircraft Airfield,
CA-0687,small_airport,English Point Airport,
CA-0699,small_airport,Bolton Lake Lodge Airstrip,
CA-0708,small_airport,Fawcettville Airfield,
CA-0709,small_airport,Unknown Rural MB Airport,
CA-0710,small_airport,Lambton Airport,
CA-0712,small_airport,Pine Point Airfield,
CA-0718,small_airport,Rivière-au-Tonnerre Airport,
CA-0720,small_airport,Les Escoumins Airport,
CA-0731,small_airport,Fort Smith (Four Mile Lake) Water Aerodrome,
CA-0736,small_airport,Keeyask Airstrip,
CA-0737,small_airport,Seal River Airstrip,
CA-0738,small_airport,Nester One Airstrip,
CA-0739,small_airport,Dale Air Services Airport,
CA-0743,small_airport,Upper Stewart River Airport,
CA-0750,small_airport,Indian Creek Field,
CA-0759,small_airport,Smooth Rock Falls Airport,
CA-0760,small_airport,Dubreuilville Airport,
CA-0761,small_airport,Nipigon Airport,
CA-0768,small_airport,Thunder Hill Airport,
CA-0769,small_airport,Canal Flats Airport,
CA-0771,small_airport,Arctic Watch Lodge Airport,
CA-0772,small_airport,Shuswap (Skwlax Field) Airport,
CA-0773,small_airport,Red Bay Airport,
CA-0780,small_airport,Wabash Airport,
CA-0782,small_airport,Merlin Airport,
CA-0784,small_airport,Chilanko Lodge,
CA-0785,small_airport,Long Harbour Airport,
CA-0786,small_airport,Bonnechere Soaring Aerodrome,
CA-0787,balloonport,High River Balloonport,
CA-0788,small_airport,Rivers Inlet Airport,
CA-0790,small_airport,Koidern Airport,
CA-0791,small_airport,Discovery Yukon Airport,
CA-0793,small_airport,Clyak River Airport,
CA-0796,small_airport,Caribou Crossing Trading Post Airport,
CA-0797,small_airport,Hootalinqua Ranch Airport,
CA-0798,small_airport,Carcross Cutoff Airport,
CA-0804,small_airport,Crowdis Mountain Airstrip,
CA-0810,small_airport,Kamloops Model Airplane Society Airstrip,
CA-0811,small_airport,Michell Airpark,
CA-0812,small_airport,One Hundred Mile Model Flyers,
CA-0813,small_airport,Kelowna Ogopogo Radio Controllers,
CA-0814,small_airport,Brébeuf Airport,
CA-0815,small_airport,Nuskenford Airstrip,
CA-0817,small_airport,Cheney,
CA-0825,small_airport,Oyen North Airport Number 2,
CA-0827,small_airport,New Brigden Airport,
CA-0835,small_airport,Nemiskam Airport,
CA-0836,small_airport,Grovedale Airport,
CA-0837,small_airport,Shuswap Lake Estates Airfield,
CA-0839,small_airport,Île Sainte-Marguerite Airport,
CA-0840,small_airport,Grosse-Île Airport,
CA-0843,small_airport,Stone Airport,
CA-0844,small_airport,Stirling Private Aerodrome,
CA-0856,small_airport,Twin Lakes Airport,
CA-0857,small_airport,Caribou Canim Ranch Airport,
CA-0861,small_airport,Smithville Aerodrome,
CA-0865,small_airport,Papple Aviation Airport,
CA-0869,small_airport,Northville Airport,
CA-0871,small_airport,Reeces Corners Airport,
CA-0874,small_airport,Aérodrome Nilgaut,
CA-0876,small_airport,Smiths Falls Private Airstrip,
CA-0877,small_airport,Saint-Cyprien Airport,
CA-0878,small_airport,Skyview Airport,
CA-0885,small_airport,Mud Butte Airport,
CA-0903,small_airport,Sambaa K'e Airport,
CA-0909,small_airport,New Brigden Northwest Number 2 Airport,
CA-0910,small_airport,New Brigden Northwest Number 1 Airport,
CA-0914,small_airport,Nimpo Lake Resort Airport,
CA03,small_airport,Flying M Airport,
CA04,small_airport,Flying N Ranch Airport,
CA05,small_airport,Machado Dusters Airport,
CA06,small_airport,Bates Field,
CA07,small_airport,Scheidel Ranch Airport,
CA09,small_airport,Round Mountain Ranch Airport,
CA11,small_airport,Mc Cloud Airstrip,
CA13,small_airport,Reedley College Airport,
CA16,small_airport,Holtsmans Airport,
CA18,small_airport,Sunrise Dusters Airport,
CA19,small_airport,Camanche Skypark Airport,
CA20,small_airport,Eagle's Nest Airport,
CA21,small_airport,Limberlost Ranch Airport,
CA22,small_airport,Lauppes Strip,
CA32,small_airport,San Joaquin Airport,
CA35,small_airport,San Rafael Airport,
CA38,small_airport,Totem Pole Ranch Airport,
CA39,small_airport,Belos Cavalos Airport,
CA40,small_airport,Central Valley Aviation Inc Airport,
CA41,small_airport,Quinn Airport,
CA42,small_airport,McConville Airstrip,
CA44,small_airport,Sequoia Ranch Airport,
CA49,small_airport,Jones Farms Airport,
CA51,small_airport,The Sea Ranch Airport,
CA53,small_airport,Tews Field,
CA57,small_airport,Blake Sky Park Airport,
CA59,small_airport,Vestal Strip,
CA60,small_airport,Deer Creek Ranch Airport,
CA62,small_airport,McMillan Assault Strip,
CA66,small_airport,Monterey Bay Academy Airport,
CA67,small_airport,Westley Airport,
CA69,small_airport,Avenal Gliderport,
CA70,small_airport,Sun Hill Ranch Airport,
CA71,small_airport,Horse Shoe A Ranch Airport,
CA73,small_airport,Vanderford Ranch Company Airport,
CA75,small_airport,Reider Ranch Airport,
CA76,small_airport,Flying T Ranch Airport,
CA84,small_airport,Torrey Pines Gliderport,
CA88,small_airport,San Ardo Field,
CA89,small_airport,Skylark Airport,
CA90,small_airport,Cadiz Airstrip,
CA92,small_airport,Paradise Skypark Airport,PYS
CA97,small_airport,Christy Airstrip,
CAA2,small_airport,St. André-Avellin Aerodrome,
CAA4,small_airport,Saint-Apollinaire (Airpro) Aerodrome,
CAA8,small_airport,Invermere Airport,
CAD4,small_airport,Trail Airport,YZZ
CAD5,small_airport,Merritt Airport,YMB
CAF2,small_airport,Cayuga East Airport,
CAF4,small_airport,Tsuniah Lake Lodge Airport,
CAG3,small_airport,Chilko Lake (Tsylos Park Lodge) Airport,CJH
CAH3,small_airport,Courtenay Airpark,YCA
CAH4,small_airport,Valemount Airport,
CAJ2,small_airport,Wiley Airport,
CAJ3,small_airport,Creston Valley Regional Airport - Art Sutcliffe Field,CFQ
CAJ4,medium_airport,Anahim Lake Airport,YAA
CAJ7,small_airport,Cayley A J Flying Ranch Airport,
CAJ9,small_airport,Fort Ware Airport,
CAK3,small_airport,Delta Heritage Air Park,
CAL3,small_airport,Douglas Lake Airport,DGF
CAL4,small_airport,Fort MacKay/Albian Aerodrome,JHL
CAM3,small_airport,Duncan Airport,DUQ
CAM4,small_airport,Alhambra / Ahlstrom Airport,
CAM5,small_airport,Houston Airport,
CAN5,small_airport,Allan Airport,
CAP3,small_airport,Sechelt-Gibsons Airport,YHS
CAP6,small_airport,Ingenika Airport,
CAP9,small_airport,Appleton Field,
CAQ4,small_airport,Springhouse Airpark,
CAQ5,small_airport,Nakusp Airport,
CAR4,small_airport,Cameron / Arbour Airfield,
CAR5,small_airport,Arthur South Airport,
Cark,small_airport,Cark airfield,
CAS2,small_airport,Moose Lake (Lodge) Airport,
CAT1,small_airport,Atwood / Coghlin Airport,
CAT4,small_airport,Qualicum Beach Airport,XQU
CAT5,small_airport,Port McNeill Airport,YMP
CAU3,small_airport,Oliver Airport,
CAU4,small_airport,Vanderhoof Airport,
CAV3,small_airport,One Hundred Mile House Airport,
CAV4,small_airport,McBride Airport/Charlie Leake Field,
CAV6,small_airport,Beausejour/Av-Ranch Airpark,
CAV9,small_airport,Oak Hammock Air Park,
CAW3,small_airport,Scum Lake Airport,
CAX2,small_airport,Axe Lake Aerodrome,
CAX5,small_airport,Likely Airport,
CAY5,small_airport,Sargeant Private Airfield,
CAZ5,medium_airport,Cache Creek-Ashcroft Regional Airport,YZA
CBA7,small_airport,Butler Airfield,
CBA8,small_airport,Beaverley Airport,
CBA9,small_airport,Ospika Airport,
CBB6,small_airport,Bowser Aerodrome,
CBB9,small_airport,Osoyoos Airport,
CBBC,medium_airport,Bella Bella (Campbell Island) Airport,ZEL
CBC,small_airport,Cherrabun Airport,CBC
CBC2,small_airport,Ford Bay Airport,
CBD6,small_airport,Nahanni Butte Airport,
CBE2,small_airport,Lionel P. Demers Memorial Airpark,
CBF2,small_airport,Belwood (Baird Field),
CBF3,small_airport,Beeton Field,
CBF9,small_airport,Mabel Lake Airport,
CBG2,small_airport,Green Lake Airport,
CBH2,small_airport,Helmet Airport,
CBH4,small_airport,Prairie Creek Airport,
CBH5,small_airport,Bushhawk Creek Airport,
CBH7,small_airport,Hillmans Farm Airport,
CBI2,small_airport,Bice Farm Airport,
CBJ4,small_airport,Echo Valley Airport,
CBK6,small_airport,Quesnel Lake Airport,
CBK7,small_airport,Mile 422 (Alaska Highway) Airport,
CBL3,small_airport,Gordon Field,
CBL6,small_airport,Radium Hot Springs Airport,
CBL8,small_airport,Bala Airport,
CBL9,small_airport,Elkin Creek Guest Ranch Airport,
CBM2,small_airport,Blackstock / Martyn,
CBM3,small_airport,Bruce Mines / Kerr Field,
CBM6,small_airport,Midway Airport,
CBN7,small_airport,Beaverton North,
CBN9,small_airport,Tsay Keh Airport,
CBQ2,small_airport,Fort Langley Airport,
CBQ7,small_airport,Kemess Creek Airport,
CBQ8,small_airport,Woodcock Airport,
CBR2,small_airport,Kaslo Airport,
CBR3,small_airport,Brigden Field,
CBR4,small_airport,Clinton / Bleibler Ranch,
CBR9,small_airport,Anchor 9 Ranch Airport,
CBS2,small_airport,Blue Sky Airport,
CBS4,small_airport,Mule Creek Airport,
CBS7,small_airport,Briercrest South Airport,
CBS8,small_airport,Alberni Valley Regional Airport,YPB
CBT3,small_airport,Tsetzi Lake (Pan Phillips) Airport,
CBU2,small_airport,Eddontenajon / Iskut Village Airport,
CBW2,small_airport,Kitimat Airport,
CBW3,small_airport,Fort Grahame Airport,
CBW4,small_airport,Bob Quinn Lake Airport,YBO
CBW6,small_airport,Belwood (Wright Field),
CBW8,small_airport,Baldwin West Aerodrome,
CBX5,small_airport,Tungsten (Cantung) Airport,TNS
CBX7,small_airport,Tumbler Ridge Airport,TUX
CBZ9,small_airport,Fraser Lake Airport,
CCA3,small_airport,Cable Head Airpark,
CCA5,small_airport,Stenen/Clayton Air 3 Airport,
CCA6,small_airport,Williams Harbour Airport,YWM
CCB2,small_airport,Seabee Mine Airport,
CCC2,small_airport,Winterland Airport,
CCC3,small_airport,Cooks Creek Aerodrome,
CCD2,small_airport,Springdale Airport,
CCD3,small_airport,Woodstock Airport,
CCD4,small_airport,Postville Airport,YSO
CCE3,small_airport,Juniper Airport,
CCE4,small_airport,Black Tickle Airport,YBI
CCE6,small_airport,Camden East Airstrip,
CCF4,small_airport,Porters Lake Airport,
CCF6,small_airport,Edmonton/Morinville (Currie Field),
CCF7,small_airport,Alida/Cowan Farm Private Aerodrome,
CCF9,small_airport,Scottsfield Airpark,
CCG3,small_airport,Weyman Airpark,
CCG4,small_airport,Moncton / McEwen Airport,
CCG5,small_airport,Cayuga Airport (Bruce Field),
CCH4,small_airport,Charlottetown Airport,YHG
CCI9,small_airport,Cortes Island (Hansen Airfield) Airport,
CCJ3,small_airport,Boston Brook Airport,
CCK3,small_airport,Grand Falls Airport,
CCK4,small_airport,St. Lewis (Fox Harbour) Airport,YFX
CCK5,small_airport,Owen Sound (Cook Field),
CCL2,small_airport,Candle Lake Airpark,
CCL3,small_airport,Christina Lake Airport,
CCL7,small_airport,Ceilidh Airport,
CCL9,small_airport,Outlook (South) Airport,
CCM3,small_airport,Sevogle Airport,
CCM4,small_airport,Port au Choix Airport,
CCN2,small_airport,Grand Manan Airport,
CCN4,small_airport,Conn Field,
CCP2,small_airport,Exploits Valley Botwood Airport,
CCP3,small_airport,Chute-Saint-Philippe Airport,
CCP4,small_airport,Port Hope Simpson Airport,YHA
CCP6,small_airport,Caniapiscau Airport,
CCP7,small_airport,Codessa South Airport,
CCQ3,small_airport,Debert Airport,
CCR3,small_airport,Florenceville Airport,
CCR9,small_airport,Creemore Airport,
CCS3,small_airport,Saint Stephen Airport,
CCS4,small_airport,Chipman Airport,
CCS5,small_airport,Havelock Airport,
CCS6,small_airport,Courtenay (Smit Field) Airport,
CCT2,small_airport,Cookstown Airport,
CCU2,small_airport,ULM Québec Aerodrome,
CCV4,small_airport,Bell Island Airport,
CCW3,small_airport,Waterville / Kings County Municipal Airport,
CCW4,small_airport,Stanley Airport,
CCX3,small_airport,Brockway Airport,
CCY3,small_airport,Sussex Airport,
CCY4,small_airport,East Gore Eco Airpark,
CCZ2,small_airport,Rigolet Airport,YRG
CCZ3,small_airport,Clarenville Airport,
CCZ4,small_airport,Margaree Airport,
CCZ5,small_airport,Thorburn Airport,
CD-0001,small_airport,Wageni Airport,
CD-0002,small_airport,Kashobwe Airport,
CD-0003,small_airport,Nagero Airport,
CD-0004,small_airport,Djolu Airport,
CD-0005,small_airport,Pimu Airport,
CD-0006,small_airport,Bondo Airport,
CD-0007,small_airport,Yakoma Airport,
CD-0008,small_airport,Dungu Airport,
CD-0009,small_airport,Zaniwe Airport,
CD-0010,small_airport,Mambasa Airport,
CD-0011,small_airport,Mongbwalu Airport,
CD-0012,small_airport,Nyankunde Airport,
CD-0013,small_airport,Poko Airport,
CD-0014,small_airport,Monga Airport,
CD-0015,small_airport,Epulu Airport,
CD-0016,small_airport,Nia-Nia Airport,
CD-0017,small_airport,Aru Airport,
CD-0018,small_airport,Ishango Airport,
CD-0019,small_airport,Tshimpumpu Airport,
CD-0020,small_airport,Bokoro Airport,
CD-0021,small_airport,Boeli Airstrip,
CD-0022,small_airport,Dakwa Airport,
CD-0023,small_airport,Nebobongo Airport,
CD-0024,medium_airport,Boma Lukandu International Airport,
CD-0025,small_airport,Maluku Airstrip,
CD-0026,small_airport,Bolobo Airport,
CD-0028,small_airport,Lodja Catholic Mission Airport,
CD-0029,small_airport,Irebu Airport,
CD-0030,small_airport,Kibombo Airport,
CD-0031,small_airport,Mulongo Airport,
CD-0032,small_airport,Pelende Airport,
CD-0033,small_airport,Kabuba Airport,
CD-0034,small_airport,Kutu-Ville Airport,
CD-0035,small_airport,Lubondaie Airport,
